"X"	"target_id"	"ens_gene"	"ext_gene"	"pval"	"qval"	"b"	"se_b"	"mean_obs"	"var_obs"	"tech_var"	"sigma_sq"	"smooth_sigma_sq"	"final_sigma_sq"
"2016"	2016	"ENST00000478722"	"ENSG00000171723"	"GPHN"	9.93262827489398e-15	2.5290757668991e-13	-0.692906707215138	0.0895214906792982	6.15021434448709	0.149667744871798	0.00645792911834693	0.000581862632504441	0.00556321682181856	0.00556321682181856
"2017"	2017	"ENST00000478214"	"ENSG00000137309"	"HMGA1"	1.00782634465306e-14	2.56488556885132e-13	-6.62610749910553	0.856278185860142	2.61990656899282	13.3330585426536	0.380103640004766	-0.178268182826148	0.719714857365137	0.719714857365137
"2018"	2018	"ENST00000254770"	"ENSG00000132434"	"LANCL2"	1.01075706744693e-14	2.5710694641321e-13	-0.538691853735078	0.0696173577938379	8.91938350148987	0.0882786614109151	0.000209924042765417	0.00131756024067823	0.00705994071652744	0.00705994071652744
"2019"	2019	"ENST00000254351"	"ENSG00000115884"	"SDC1"	1.01587398771411e-14	2.58280552438536e-13	-0.477346258957529	0.0616945354386529	8.31309816540469	0.0711214813269309	0.00105436884747101	0.0024001887084119	0.00465495470701579	0.00465495470701579
"2021"	2021	"ENST00000339235"	"ENSG00000171823"	"FBXL14"	1.0334817479071e-14	2.62497204767775e-13	-0.951631757190762	0.12302824052679	5.11775613615437	0.276391534121034	0.00579132666126823	9.69655047829933e-05	0.0169125952894082	0.0169125952894082
"2023"	2023	"ENST00000531099"	"ENSG00000149503"	"INCENP"	1.07693944359138e-14	2.73264733160814e-13	-1.17536558848505	0.152055898264963	4.83531766261734	0.418299943773612	0.00851621311095145	-0.00369788336698528	0.0261652811847959	0.0261652811847959
"2024"	2024	"ENST00000340381"	"ENSG00000188807"	"TMEM201"	1.08873734958335e-14	2.76121865755002e-13	-1.71297192008976	0.221645279824231	5.2542552233709	0.916441417051179	0.0598319589152572	-0.0146324872322814	0.0138579861872855	0.0138579861872855
"2025"	2025	"ENST00000327367"	"ENSG00000166949"	"SMAD3"	1.09554957725524e-14	2.77712350121807e-13	-0.434633760564163	0.0562440174971407	7.06314595703966	0.0581333020054117	0.000988827181247065	0.00083786064221272	0.00375625707508094	0.00375625707508094
"2026"	2026	"ENST00000496455"	"ENSG00000163655"	"GMPS"	1.16800427119031e-14	2.95932849204053e-13	-0.736119020980555	0.0953585629481227	6.82199981360996	0.173473270547848	0.00150899271976639	0.0121308905715302	0.00401305731113333	0.0121308905715302
"2029"	2029	"ENST00000379238"	"ENSG00000137073"	"UBAP2"	1.20161139903446e-14	3.03997616240695e-13	-1.13334104104238	0.146884441988341	6.27918767684753	0.411228621751177	0.0116897583722014	0.0206728005751383	0.0051586881203192	0.0206728005751383
"2030"	2030	"ENST00000504830"	"ENSG00000151388"	"ADAMTS12"	1.2099374587405e-14	3.0595324941905e-13	-0.736989045308018	0.095526922183405	6.01299774227142	0.173896327305408	0.00272983415200763	0.0109582551407438	0.00609754785179937	0.0109582551407438
"2031"	2031	"ENST00000361445"	"ENSG00000198793"	"MTOR"	1.22208327932433e-14	3.08872372694616e-13	-2.03004224946847	0.263173134682522	5.5742268996436	1.31943357897045	0.00908778682727963	0.0948023614006575	0.00914404990135374	0.0948023614006575
"2032"	2032	"ENST00000533683"	"ENSG00000141858"	"SAMD1"	1.23820337854961e-14	3.12792597577306e-13	-0.439005348825292	0.0569246571998025	7.07430020276255	0.0611303471180333	0.00111281636422743	0.00302798142185822	0.00374780853174511	0.00374780853174511
"2033"	2033	"ENST00000536483"	"ENSG00000253729"	"PRKDC"	1.26579037066702e-14	3.19604285819379e-13	-0.704112852116322	0.0913337447668013	5.77677618022252	0.156655283946216	0.00510820525324791	0.00479530898625524	0.00740457414644289	0.00740457414644289
"2034"	2034	"ENST00000274276"	"ENSG00000145623"	"OSMR"	1.26736963315343e-14	3.19845712925428e-13	-0.574057771819529	0.0744652341289223	6.03679384553124	0.10273175051806	0.00232215778527685	0.00251415834239734	0.00599544885553598	0.00599544885553598
"2035"	2035	"ENST00000245907"	"ENSG00000125730"	"C3"	1.2705410765749e-14	3.20488523551562e-13	-0.61804151808177	0.0801740053128588	7.6907007696841	0.122306040775333	0.000684424136712575	0.00895738255514688	0.00371861418796757	0.00895738255514688
"2038"	2038	"ENST00000278823"	"ENSG00000149480"	"MTA2"	1.39565875182593e-14	3.51530692093859e-13	-1.39564380649633	0.18132887569715	7.13455049655853	0.623802683777376	0.00492939856727425	0.0443908431751147	0.00370718529605577	0.0443908431751147
"2040"	2040	"ENST00000431526"	NA	NA	1.47240092402393e-14	3.70496491333315e-13	-0.751920344897659	0.0977801397987053	6.02384750380052	0.177869123670572	0.00829098199499213	0.00202634569159315	0.00605045161358939	0.00605045161358939
"2041"	2041	"ENST00000409478"	"ENSG00000048991"	"R3HDM1"	1.48947976567017e-14	3.74610364190991e-13	-0.963978452782373	0.12538035411272	5.87013580375272	0.295969934388333	0.0167648669185352	0.00472712953112045	0.00681548287761152	0.00681548287761152
"2043"	2043	"ENST00000372759"	"ENSG00000084073"	"ZMPSTE24"	1.52112796219416e-14	3.82195499536713e-13	-0.427382707735469	0.0556072151028565	7.03476057066755	0.0571353435871612	0.000859162920265169	0.00206402448694869	0.00377908063697786	0.00377908063697786
"2044"	2044	"ENST00000293379"	"ENSG00000161638"	"ITGA5"	1.59975880552277e-14	4.01755474584612e-13	-0.572499202110561	0.0745510835859695	6.53058747892985	0.104996037801778	0.00157777357846809	0.00675902251729524	0.00453401814654017	0.00675902251729524
"2045"	2045	"ENST00000403734"	"ENSG00000234857"	"HNRNPUL2-BSCL2"	1.62740258940421e-14	4.08497944837637e-13	-0.704981675685793	0.0918292569662713	7.37409817940127	0.159218883837797	0.00277698103812872	0.0098719376143375	0.00362709520125437	0.0098719376143375
"2048"	2048	"ENST00000354817"	"ENSG00000197601"	"FAR1"	1.75374441187123e-14	4.39566446045773e-13	-0.644270055615834	0.0840260386053658	7.13269328693894	0.132997621565421	0.000964158475385477	0.00962640427018015	0.00370831214966836	0.00962640427018015
"2049"	2049	"ENST00000376958"	"ENSG00000152749"	"GPR180"	1.82072781231649e-14	4.56132747983553e-13	-0.567951057452656	0.0741189790997233	6.09720384192928	0.101764701985542	0.00248561216522907	0.00375711394360197	0.00575482242894875	0.00575482242894875
"2050"	2050	"ENST00000220325"	"ENSG00000103966"	"EHD4"	1.82631207985817e-14	4.57308544796485e-13	-0.491440622893612	0.0641374742266438	6.6737132725946	0.0745669309322876	0.00192365218484492	0.000717304294242083	0.00424677121541518	0.00424677121541518
"2051"	2051	"ENST00000378852"	"ENSG00000166181"	"API5"	1.84541625022908e-14	4.61866928116817e-13	-0.574441007599807	0.0749828556044819	7.03893238478009	0.105741655725207	0.00109742698543866	0.00733621596646521	0.00377560655524375	0.00733621596646521
"2055"	2055	"ENST00000374987"	"ENSG00000169188"	"APEX2"	1.91076191145954e-14	4.77290659070761e-13	-0.52299466789017	0.0683073218080124	6.35130474281121	0.0835175854655029	0.0020365532513469	-0.000210854910048827	0.00496228206752815	0.00496228206752815
"2059"	2059	"ENST00000525970"	"ENSG00000009307"	"CSDE1"	2.05237124307107e-14	5.1166741451833e-13	-5.90027181941166	0.771549294991608	2.25698872914588	10.4819341559446	0.0686493795042341	-0.0211845131772727	0.824283092398838	0.824283092398838
"2060"	2060	"ENST00000369660"	"ENSG00000102178"	"UBL4A"	2.06634940789997e-14	5.14902173817093e-13	-0.455186411510061	0.0595292675439856	7.12828594461255	0.0649514016183776	0.00160458252568246	0.00188666853851274	0.00371101801580266	0.00371101801580266
"2061"	2061	"ENST00000295901"	"ENSG00000163636"	"PSMD6"	2.08110306218751e-14	5.18326940263025e-13	-0.545580459694	0.0713595412237257	6.58949038724606	0.0951218121486994	0.00323023890547881	0.00405026203042765	0.00440803728001211	0.00440803728001211
"2063"	2063	"ENST00000397224"	"ENSG00000100350"	"FOXRED2"	2.09072119986342e-14	5.20217647268003e-13	-0.558510118350516	0.0730563532888599	6.33102442045977	0.0970299889199137	0.00299010298247018	0.0013223010549575	0.00501574315132989	0.00501574315132989
"2064"	2064	"ENST00000331456"	"ENSG00000183763"	"TRAIP"	2.14350301330811e-14	5.33092522670214e-13	-1.12644373221339	0.147407225253415	4.8740779125362	0.383520470541622	0.00798171308602583	-0.0044094306000559	0.0246116219993409	0.0246116219993409
"2065"	2065	"ENST00000373895"	"ENSG00000108064"	"TFAM"	2.17947723493031e-14	5.41776878563887e-13	-1.16869771413866	0.152979507219995	5.0331699171636	0.427356640897222	0.0158837348077219	0.00611668617646124	0.0192203596361867	0.0192203596361867
"2066"	2066	"ENST00000630623"	"ENSG00000232973"	"CYP1B1-AS1"	2.19200056694907e-14	5.44626200883977e-13	-1.33941060085635	0.175342315884033	4.63702600368655	0.543687315017453	0.0102074296139139	-0.00335606997448967	0.0359099619954501	0.0359099619954501
"2068"	2068	"ENST00000295414"	"ENSG00000163249"	"CCNYL1"	2.25591669394216e-14	5.59964776273882e-13	-0.659107656808801	0.0863256561555532	6.24006781305575	0.139269413672021	0.00211340515225074	0.00906477321377947	0.00527333934069575	0.00906477321377947
"2070"	2070	"ENST00000368679"	"ENSG00000148848"	"ADAM12"	2.29219935803379e-14	5.68421147084979e-13	-0.8232880286807	0.107857981053641	5.36505324452683	0.208977132401688	0.0055621261487074	0.00148309754004616	0.011887889966744	0.011887889966744
"2073"	2073	"ENST00000372236"	"ENSG00000170734"	"POLH"	2.43806059181871e-14	6.03716962369697e-13	-0.651862339065252	0.0854887890014912	6.16342864668684	0.133457497027	0.00544450081913014	0.00203067955526224	0.00551799874828208	0.00551799874828208
"2074"	2074	"ENST00000443449"	"ENSG00000239789"	"MRPS17"	2.45562663301959e-14	6.07773511697982e-13	-1.49011748804281	0.195445888190585	4.95279309581063	0.675170146810191	0.0355409422167941	-0.0242470567681871	0.0217577005991156	0.0217577005991156
"2075"	2075	"ENST00000342679"	"ENSG00000034152"	"MAP2K3"	2.48293708507705e-14	6.1413316620773e-13	-1.30210247109606	0.170817548495693	6.43243280775568	0.543655615419231	0.0102544411859422	0.0335135111251753	0.00475996888361813	0.0335135111251753
"2078"	2078	"ENST00000294172"	"ENSG00000162231"	"NXF1"	2.60422155198822e-14	6.43310398010873e-13	-0.583758807940463	0.0766428519486468	6.32702256279645	0.10737691989451	0.00378474280969249	0.0026460273654199	0.00502644732254081	0.00502644732254081
"2080"	2080	"ENST00000307720"	"ENSG00000171497"	"PPID"	2.62850019995268e-14	6.4868352049986e-13	-0.646625125344213	0.0849100555987893	5.81048990554835	0.127262346529748	0.00363548567364879	-0.00135407228387136	0.00717909063903544	0.00717909063903544
"2081"	2081	"ENST00000242576"	"ENSG00000076248"	"UNG"	2.64151709659186e-14	6.51582679491847e-13	-1.53761093980488	0.201924677922263	6.17895689501608	0.7582025113271	0.0306565537146336	0.030503809616381	0.0054660678385757	0.030503809616381
"2084"	2084	"ENST00000301738"	"ENSG00000167977"	"KCTD5"	2.74623549135239e-14	6.76438388877643e-13	-0.471426488825965	0.0619503136789853	6.59020911312015	0.0687645511673473	0.0013501935888129	0.00126439498283042	0.00440656845857412	0.00440656845857412
"2085"	2085	"ENST00000297258"	"ENSG00000164687"	"FABP5"	2.76583050734794e-14	6.80938185147169e-13	-1.80891628684025	0.237739009457583	4.46881125735068	1.04947724378022	0.0164028861626049	0.0683768687642043	0.0470481765355712	0.0683768687642043
"2086"	2086	"ENST00000388913"	"ENSG00000180921"	"FAM83H"	2.78252969929271e-14	6.84721066750208e-13	-1.188794293928	0.156254707052015	7.67194501327658	0.445838275099256	0.0329165374452293	-0.00558064604957348	0.00370676276863735	0.00370676276863735
"2093"	2093	"ENST00000518776"	"ENSG00000156471"	"PTDSS1"	3.19077456303573e-14	7.82555374437411e-13	-1.98253594046665	0.261192124920243	4.20528413281465	1.23213964696249	0.0301379055559704	0.0361183699313934	0.072194083624557	0.072194083624557
"2094"	2094	"ENST00000510663"	"ENSG00000174780"	"SRP72"	3.23260511118607e-14	7.92435938717304e-13	-0.856245017431569	0.112832353463468	6.48129679038629	0.235224026948642	0.00417379444690054	0.0149229155352569	0.00464540537154805	0.0149229155352569
"2096"	2096	"ENST00000352171"	"ENSG00000078618"	"NRDC"	3.27775519927728e-14	8.02737260922239e-13	-0.749583266814159	0.0988003244694082	7.46927724744848	0.180276327104648	0.00561132924444984	0.00903092692844066	0.00363077682063642	0.00903092692844066
"2097"	2097	"ENST00000323699"	"ENSG00000143753"	"DEGS1"	3.36670503569365e-14	8.24128292285296e-13	-0.552733342818233	0.0728874780418143	6.64939037317818	0.09802934582526	0.00141422937138505	0.00655464731155888	0.00429112945680869	0.00655464731155888
"2100"	2100	"ENST00000372715"	"ENSG00000119333"	"DYNC2I2"	3.43244290645702e-14	8.39019806067865e-13	-0.553579331448059	0.0730231887401369	7.5906837081416	0.0983338861744765	0.000617476955634941	0.00738110218503154	0.00366497388662672	0.00738110218503154
"2101"	2101	"ENST00000373715"	"ENSG00000112081"	"SRSF3"	3.56894526105528e-14	8.71970957355972e-13	-0.741775692941416	0.0979137172749003	7.69542756639646	0.176573868828322	0.0013963223547192	0.0129843216911645	0.00372173336677571	0.0129843216911645
"2102"	2102	"ENST00000293362"	"ENSG00000131467"	"PSME3"	3.57133215240243e-14	8.72139020205145e-13	-0.909051496852394	0.119995346010166	6.22222712577352	0.265191046855792	0.0160906431400604	0.00550768145608877	0.00532779010606589	0.00550768145608877
"2104"	2104	"ENST00000596802"	"ENSG00000127511"	"SIN3B"	3.72389947687188e-14	9.08532357161537e-13	-1.29960900851768	0.171672272480702	4.71119599718878	0.508856936303817	0.0123226492158703	-0.00962031946871094	0.0318844044921624	0.0318844044921624
"2105"	2105	"ENST00000311180"	"ENSG00000174840"	"PDE12"	3.73509663276974e-14	9.10831260585922e-13	-0.720612903702048	0.0951944990355514	5.67803799128388	0.166056792151375	0.00543158014956921	0.00740830117143768	0.00816140882037518	0.00816140882037518
"2106"	2106	"ENST00000396148"	"ENSG00000123080"	"CDKN2C"	3.74296313282655e-14	9.12316161131303e-13	-0.56348347136164	0.0744400541496996	7.03016975947483	0.101903672743501	0.00147325783387066	0.00683872465884465	0.00378295151929308	0.00683872465884465
"2107"	2107	"ENST00000600092"	"ENSG00000099783"	"HNRNPM"	3.78148018712631e-14	9.20829890728501e-13	-7.49745066959146	0.990639036969739	3.06344014355927	16.8762740967534	0.941921040545797	-0.925990873213106	0.530127511806701	0.530127511806701
"2111"	2111	"ENST00000381750"	"ENSG00000120158"	"RCL1"	3.89344990556158e-14	9.46458934827669e-13	-0.776478169173154	0.102647587738982	5.5565746194693	0.183274835849926	0.006471070318695	-0.0034719057072217	0.00933372058425312	0.00933372058425312
"2113"	2113	"ENST00000420124"	"ENSG00000272333"	"KMT2B"	4.0868776302081e-14	9.92842416061725e-13	-0.899089200784319	0.118955477924211	6.39455732049247	0.259488904163908	0.00227733250063213	0.0189482760916339	0.00485230399455289	0.0189482760916339
"2116"	2116	"ENST00000264001"	"ENSG00000217555"	"CKLF"	4.42427907564021e-14	1.07328494097714e-12	-0.775738445489638	0.102775783734614	5.55289151641899	0.189860175735235	0.00647009866920609	0.00519132007083371	0.00937419391419028	0.00937419391419028
"2117"	2117	"ENST00000282077"	"ENSG00000152256"	"PDK1"	4.42725199933473e-14	1.07349881733515e-12	-1.47525564010092	0.195455457203457	4.5212909414541	0.684879251103312	0.0140573078200825	0.0258995546904702	0.0432469458058361	0.0432469458058361
"2118"	2118	"ENST00000319380"	"ENSG00000175931"	"UBE2O"	4.45565134070288e-14	1.07987485656733e-12	-0.641807373918352	0.0850419393550655	6.24825999993634	0.127059793499501	0.00559939260279261	-0.00124341518440547	0.00524880457111335	0.00524880457111335
"2119"	2119	"ENST00000620242"	"ENSG00000112081"	"SRSF3"	4.76560755385723e-14	1.15445100025766e-12	-1.6087052062452	0.213407524140149	6.48485049836221	0.831031057811676	0.0102581191001963	0.058056037939246	0.00463724727480753	0.058056037939246
"2120"	2120	"ENST00000355083"	"ENSG00000213533"	"STIMATE"	4.81616681557167e-14	1.16614846687229e-12	-0.834048480687159	0.110663366054712	5.37061765661127	0.210961091689433	0.00657014229732789	-0.00373260323674487	0.011799428582511	0.011799428582511
"2121"	2121	"ENST00000296277"	"ENSG00000163923"	"RPL39L"	4.84344433692468e-14	1.17220030505902e-12	-0.489257874467847	0.0649221458409636	6.50113193842431	0.0729465978362861	0.00172218963909384	-0.000303917742034102	0.00460013789179919	0.00460013789179919
"2129"	2129	"ENST00000309964"	"ENSG00000134852"	"CLOCK"	5.30330136267176e-14	1.27867104532018e-12	-0.764328158449937	0.101582279146851	6.26005800142523	0.187642011463844	0.00191239727652878	0.0135660418784743	0.00521396930999414	0.0135660418784743
"2131"	2131	"ENST00000394886"	"ENSG00000094880"	"CDC23"	5.3875096915945e-14	1.2977552674281e-12	-0.467397579998633	0.0621360158960814	6.59077054090657	0.0678777891683678	0.00138590447440681	0.00153864531533638	0.00440542223275031	0.00440542223275031
"2134"	2134	"ENST00000296220"	"ENSG00000144909"	"OSBPL11"	5.45915346011167e-14	1.31316431778094e-12	-0.677851403925302	0.0901345213470383	6.14204532075919	0.147593836067202	0.00234736771121627	0.00983898019647328	0.00559165819232186	0.00983898019647328
"2135"	2135	"ENST00000572681"	"ENSG00000079432"	"CIC"	5.53696484719756e-14	1.33125751539272e-12	-1.36017524400609	0.180908260822612	5.41057275221544	0.594296366922739	0.0129899058264534	0.0361017924243401	0.0111912661944115	0.0361017924243401
"2136"	2136	"ENST00000378616"	"ENSG00000047597"	"XK"	5.55426257762722e-14	1.33479122956349e-12	-0.601923314601218	0.0800623363493066	5.90526119666954	0.112332869470208	0.0029945206448741	0.00155468744519338	0.00662044590769015	0.00662044590769015
"2137"	2137	"ENST00000361188"	"ENSG00000198901"	"PRC1"	5.67794234230389e-14	1.36387522842837e-12	-1.1334172835794	0.150814589235019	5.63282333725617	0.412684470006306	0.0145385218437287	0.0195790386454626	0.00856313078693643	0.0195790386454626
"2139"	2139	"ENST00000320631"	"ENSG00000110047"	"EHD1"	5.79450940945126e-14	1.39057389904606e-12	-1.33825010852793	0.178133047117467	5.74068565711929	0.575351664862925	0.014595039128232	0.0330020345847987	0.00766362099389087	0.0330020345847987
"2140"	2140	"ENST00000359692"	"ENSG00000079805"	"DNM2"	5.82176542210961e-14	1.3964619749894e-12	-1.10586701552452	0.147212815383068	6.36666745780541	0.384470450356135	0.0275848026436136	-0.00559993570785572	0.00492261687590043	0.00492261687590043
"2141"	2141	"ENST00000414487"	"ENSG00000182004"	"SNRPE"	5.83592040548848e-14	1.39920348554196e-12	-0.41350803959258	0.0550484438843964	7.35241165521355	0.0547682198274683	0.000916423744565247	0.0034230139868833	0.00362907301657505	0.00362907301657505
"2142"	2142	"ENST00000558585"	"ENSG00000137807"	"KIF23"	5.85513406851726e-14	1.40315472458043e-12	-1.42502699778039	0.189718225915895	5.46954710068141	0.65240218961451	0.0238896725287395	0.0300998353382723	0.0103756123199985	0.0300998353382723
"2144"	2144	"ENST00000261597"	"ENSG00000080986"	"NDC80"	6.06197982607062e-14	1.45136916246202e-12	-0.742988732282215	0.0989762702613222	6.87323896062973	0.17736523937931	0.00102267178546308	0.0136717813268004	0.00394622845674065	0.0136717813268004
"2145"	2145	"ENST00000323374"	"ENSG00000176170"	"SPHK1"	6.15353407066063e-14	1.47260238188882e-12	-2.18250684131974	0.290815853458172	4.4375827422948	1.464093775136	0.0773970252424858	-0.0335308484752734	0.0494637656914215	0.0494637656914215
"2152"	2152	"ENST00000254337"	"ENSG00000132017"	"DCAF15"	6.98148393420963e-14	1.66530452281993e-12	-0.787038953668505	0.105103633760133	6.13445132071232	0.199085222972984	0.00322931743095104	0.0133408433134252	0.00561844060050055	0.0133408433134252
"2153"	2153	"ENST00000377595"	"ENSG00000118939"	"UCHL3"	7.02018060825016e-14	1.67375713415094e-12	-0.762169579727408	0.10179236462687	6.38542049124644	0.186704763074152	0.00197504020190346	0.0135674880425911	0.00487510813275913	0.0135674880425911
"2154"	2154	"ENST00000452185"	"ENSG00000106628"	"POLD2"	7.03265727083132e-14	1.67595340309338e-12	-1.60786935525201	0.214747379416932	5.19483372228562	0.82967530137193	0.0540799995528514	0.0135476783276165	0.0150946558968083	0.0150946558968083
"2155"	2155	"ENST00000625619"	NA	NA	7.07214721615002e-14	1.68458218514809e-12	-0.556265984657866	0.074302301659607	6.25409360107061	0.0982523431386733	0.00304974051817848	0.00372874627239414	0.00523150752969437	0.00523150752969437
"2157"	2157	"ENST00000274376"	"ENSG00000145715"	"RASA1"	7.18825436881981e-14	1.71065124367297e-12	-5.80145198131121	0.775140697931578	2.20757881009566	10.1331670797732	0.0628218487016648	-0.0176799082826242	0.838442803683116	0.838442803683116
"2158"	2158	"ENST00000261693"	"ENSG00000073060"	"SCARB1"	7.19738729098111e-14	1.71203097507249e-12	-0.592711718364905	0.0791948660832619	6.09548264947054	0.111539186933598	0.00364640575796836	0.00403738500137507	0.00576133446295032	0.00576133446295032
"2161"	2161	"ENST00000357955"	"ENSG00000114738"	"MAPKAPK3"	7.41101027974786e-14	1.76039786987514e-12	-0.663872503775457	0.0887485439328081	6.74338821920764	0.1354536027856	0.00768518097740118	-0.0036406904713117	0.00412927509788917	0.00412927509788917
"2163"	2163	"ENST00000377526"	"ENSG00000115307"	"AUP1"	7.69749732740074e-14	1.82675882020404e-12	-0.747119403394123	0.0999438638825333	6.77062608071312	0.179442751991721	0.00742785165074167	0.00755531224091387	0.00408708857078916	0.00755531224091387
"2166"	2166	"ENST00000245564"	"ENSG00000125459"	"MSTO1"	8.06871006231051e-14	1.91220233111045e-12	-1.10429134912089	0.147846106388047	5.35071015924275	0.373010971370149	0.0206674119236286	-0.0117009666146564	0.0121202948375301	0.0121202948375301
"2167"	2167	"ENST00000389749"	"ENSG00000166166"	"TRMT61A"	8.0818466965546e-14	1.91443172416955e-12	-0.703138386041998	0.0941411453573867	5.55784812458229	0.152027746511994	0.00397403570730181	0.000659301210536374	0.00931979716649912	0.00931979716649912
"2168"	2168	"ENST00000361099"	"ENSG00000115415"	"STAT1"	8.14726146336995e-14	1.9290370177016e-12	-0.476505319996157	0.0638069700184263	6.97041755010225	0.0730027913029106	0.00121587983062852	0.00489111430377002	0.00383795534430851	0.00489111430377002
"2169"	2169	"ENST00000264010"	"ENSG00000102974"	"CTCF"	8.28286381828902e-14	1.96023958285114e-12	-1.03078361658674	0.138068391251502	6.47670067433657	0.341629916062426	0.00609131433458825	0.0225030066595785	0.00465598885348286	0.0225030066595785
"2170"	2170	"ENST00000237536"	"ENSG00000149639"	"SOGA1"	8.31976942967911e-14	1.96789087125699e-12	-0.552238916220296	0.0739754844287245	6.59098725596165	0.0980571929322068	0.00145980943362676	0.00674874901106993	0.00440498004752018	0.00674874901106993
"2174"	2174	"ENST00000215957"	"ENSG00000100139"	"MICALL1"	8.52707132363077e-14	2.01339294013162e-12	-0.619745473942117	0.0830544258322941	6.61372804689576	0.12350298092192	0.00212259625988719	0.00822446021561087	0.00435939794754373	0.00822446021561087
"2175"	2175	"ENST00000377891"	"ENSG00000168003"	"SLC3A2"	8.59904589430945e-14	2.02945390274342e-12	-1.52542471619343	0.204458252823848	5.07327290688159	0.748239982009479	0.0408818122408393	0.0218229534808316	0.0180827680177452	0.0218229534808316
"2176"	2176	"ENST00000318317"	"ENSG00000165501"	"LRR1"	8.70274721633407e-14	2.05298446741204e-12	-1.24579637150753	0.167014000147066	4.91444291632353	0.476690038867083	0.0187408129318723	-0.00488148907101761	0.0230997014358138	0.0230997014358138
"2177"	2177	"ENST00000360768"	"ENSG00000196715"	"VKORC1L1"	8.76034509167355e-14	2.06562257347628e-12	-0.493079940359015	0.0661110060617015	6.95938856931609	0.078183146422323	0.0012050768615114	0.00535092082222411	0.00384905721688355	0.00535092082222411
"2179"	2179	"ENST00000383589"	"ENSG00000101557"	"USP14"	8.98704707821831e-14	2.11713217356174e-12	-0.772637961117246	0.103640290082486	5.93136156334617	0.19116934870944	0.00962811607843695	0.00547003769858373	0.00648384851413594	0.00648384851413594
"2181"	2181	"ENST00000355272"	NA	NA	9.19700501300949e-14	2.16460642516187e-12	-0.591345547924714	0.0793544625445561	7.80280410812632	0.112463423985996	0.000928635516382558	0.00851706057222048	0.00380724898164264	0.00851706057222048
"2183"	2183	"ENST00000319974"	"ENSG00000178074"	"C2orf69"	9.6851541081692e-14	2.27740875254485e-12	-0.709128684866848	0.0952473650091801	5.83569513906618	0.161745520159725	0.00295012739690522	0.0106579634148828	0.00702018254375738	0.0106579634148828
"2186"	2186	"ENST00000272748"	"ENSG00000144320"	"LNPK"	1.00659494616819e-13	2.36370227706796e-12	-0.649196419728989	0.0872571861616471	5.78076007119442	0.131094811168528	0.0040436003683412	0.00177891682146758	0.00737712443693131	0.00737712443693131
"2187"	2187	"ENST00000369075"	"ENSG00000107651"	"SEC23IP"	1.02744050306857e-13	2.4115489667817e-12	-0.474272823645984	0.063769269466387	6.56926009808536	0.0721163999337421	0.0016497261701812	0.00414525702857119	0.00445005342223382	0.00445005342223382
"2192"	2192	"ENST00000582475"	"ENSG00000167088"	"SNRPD1"	1.09722947759682e-13	2.56847609384995e-12	-0.837382923027951	0.11272363925826	5.57355242411076	0.225610990550801	0.00470603917611335	0.0143538890953261	0.00915116640965626	0.0143538890953261
"2194"	2194	"ENST00000382361"	"ENSG00000075618"	"FSCN1"	1.1002273303644e-13	2.57415083510781e-12	-0.74518138743506	0.10031687719986	5.76074974138129	0.168623080588118	0.00757794983961708	-0.00503483667183408	0.00751726393708068	0.00751726393708068
"2195"	2195	"ENST00000447944"	"ENSG00000138035"	"PNPT1"	1.11252808303807e-13	2.60174449013713e-12	-1.22029539871501	0.16430962180129	5.22964063034593	0.451604248200698	0.0261426024129903	-0.0200576147089986	0.0143538753117342	0.0143538753117342
"2197"	2197	"ENST00000621442"	NA	NA	1.1240593386847e-13	2.62631834198283e-12	-0.466903906451299	0.062878958026529	7.73344110981792	0.0701442933928474	0.000450727212730441	0.00547991783102255	0.00374877427384144	0.00547991783102255
"2199"	2199	"ENST00000338366"	"ENSG00000197780"	"TAF13"	1.13645693242457e-13	2.65286981606267e-12	-0.706731727462779	0.0951957025284239	5.60206312929995	0.154261438204988	0.00473424956940753	0.000791397710880978	0.00885908310041273	0.00885908310041273
"2200"	2200	"ENST00000312962"	"ENSG00000129347"	"KRI1"	1.20245894319796e-13	2.80566465782898e-12	-0.665895750929354	0.0897855811815579	6.25085314305528	0.137534406602694	0.00685107784072973	-0.00121450125202497	0.00524109804143544	0.00524109804143544
"2202"	2202	"ENST00000379303"	"ENSG00000123130"	"ACOT9"	1.22084862342246e-13	2.84598553758046e-12	-0.940098335190392	0.126791878587421	5.28577359172476	0.266837438779519	0.0108590375198279	-0.00873156898083317	0.0132552331937632	0.0132552331937632
"2205"	2205	"ENST00000326505"	"ENSG00000176597"	"B3GNT5"	1.29065647741156e-13	3.00462486614468e-12	-0.719735563718511	0.0971679901078203	6.39264758071824	0.166735726466272	0.00188697146212529	0.0122754559902649	0.00485705245939181	0.0122754559902649
"2206"	2206	"ENST00000294244"	"ENSG00000168005"	"SPINDOC"	1.30798064664803e-13	3.0435749117741e-12	-0.635826450961598	0.0858603368365459	6.04514449639408	0.130128979652749	0.00251358015356729	0.00854441600896039	0.0059606422810245	0.00854441600896039
"2208"	2208	"ENST00000377191"	"ENSG00000088930"	"XRN2"	1.349710243813e-13	3.13783180413989e-12	-0.629043758306003	0.0849922633926569	7.16857753769271	0.12737723676305	0.000729962908696907	0.0101055643462132	0.00368793736962472	0.0101055643462132
